publishedAt,authorDisplayName,textDisplay,likeCount
2024-09-24T11:27:40Z,@LATHIFAHMULYAWATI2022,"Klo masih sayang ngapain putus women,..berasa paling tersakiti ni lagu😂",0
2024-09-24T10:58:57Z,@ahmadriski7428,Dibalik ketwanya cowok banyak beban yang dipemdam sendiri dan tidak ada 1pun orang yang tau,0
2024-09-24T10:25:05Z,@suryaminasnawi2314,"Laki2 itu rata2 pura2 kuat, pura2 tabah, padahal di dalam hancur berantakan.. Mw curhat kami laki2 rata2 gengsi takut malah di kata2in lemah😂😂😂.. Harap maklumi harga diri kami😅😅",0
2024-09-24T10:02:35Z,@stancliffpaul,"relate abis coy, merinding dengernya",0
2024-09-24T09:58:37Z,@ekanurliana-y6x,"aku jahat nad<br>bahagia dengan yg sekarang, tp masi terbayang dengan yg lalu",0
2024-09-24T09:17:26Z,@rafimaulana6530,Kalo dari sudut pandang laki2. Yang terjadi sebaliknya cewk nya suka banget selingkuh laki nya sabar banget. Bahkan waktu ditinggal sama cewk nya udah kek menggila tantrum gitu. Cewk nya malah kek santai aja.,0
2024-09-24T09:01:28Z,@amelie670,sesusah itu ya ngelupain orang yang jadi first experience kita?,0
2024-09-24T08:37:32Z,@Lkmnhkiem,"Itu POV laki² ketika belum satu bulan putus, laki² di bulan bulan berikutnya hanya hidup bersama hampa &amp; penyesalan.-",0
2024-09-24T08:33:39Z,@albertmanullang,Kalau ada yg tnya knpa cwo itu cepat sekali untuk tertawa kalian harus paham gk semua cwo...bahkan ada beberpa cwo kembali tertawa bukan krna bahagia tpi karna dia hanya menutupi kesedihannya karna malu kalau sebagai laki2 yg selalu keliatan sedih..setiap orng punya cara untuk menutupi bahwa dia tdk sedih..bahkan ada bebrpa cwo juga yg sbnrnya dia melepasmu bukan krn bosan tpi km tdk tau betapa sakitnya yg dia alami tambah lgi ada beberpa hal yg kalian tanpa menyadari makin menyakitinya...,0
2024-09-24T07:58:14Z,@ranggaprawira3596,Vibes nya kayak OST film Radio Galau FM by Nadia Safira - lekas pulang😊,0
2024-09-24T05:41:02Z,@kinanti0607,3 bulan setelah break up masih gagal moveon🥲,0
2024-09-24T04:32:36Z,@WidyaAkhmadPartadinata,kalau bisa jangan adalagi dipikiranku hkz*,0
2024-09-24T04:29:54Z,@telkomsurabayautara6353,"<a href=""https://www.youtube.com/watch?v=yjnSX_iUFVo&amp;t=93"">1:33</a>",0
2024-09-24T04:25:15Z,@andikasman12,sudah telat satu bulan ~,0
2024-09-24T04:10:55Z,@ramadoang11,SO COOL SO AMAZING,0
2024-09-24T04:01:27Z,@ibral6016,p,0
2024-09-24T02:56:54Z,@eltube4180,Kalau bisa jangan marah dulu<br>Kalau bisa jangan pergi dulu<br>Kalau bisa jangan putus dulu<br>Kalau bisa jangan cerai dulu<br>Kalau bisa kita jadian lagi kaya waktu dulu 😭😭😭,0
2024-09-24T02:05:14Z,@IraNuraena18,"Knpa hubungan 2 tahun kalah sama yang 1 bulan, gmna aku bisa percaya lagi, gmna aku memulai semuanya, aku bisa memaafkan kan tapi tidak untuk kembali, aku kalah",0
2024-09-24T01:19:34Z,@waminwamintomblo,"Persis tgl 24 paling istimewa bagiku dan dia nad,namun belum satu bulan ia tampak berbeda nadd  aku tak tau cara menyampaikannya nad mungkin wangiku di bajunya sudah tidak membekas lagi,entah sisa wangi di bajunya pun mungkin sudah baruu,atau mungkin ada kabar lain yang ia tunggu aku tak tauuu,yang ia tinggalkan hanya pesan dua hari yang lalu,ucapnya ia selalu mendoakanku,semoga saja pesan itu tidak pesan terakhir darinyaaa,",1
2024-09-24T01:01:50Z,@registrasilasinka,mantap,0
2024-09-24T00:54:12Z,@julesti2707,"Berusaha sembuh dan coba buka hati untuk orang baru. Tapi orang barunya juga ternyata sama, saat dibuat nyaman kemudian dia pergi begitu saja tanpa aku tahu salah ku dimana",0
2024-09-24T00:23:58Z,@arwianrafifahnaf1979,"Iya sih, nangis rasanya nih hati liat dia dh ada pengganti baru setelah satu bulan putus",0
2024-09-24T00:18:12Z,@fadhlunalun6061,Masih berharap ini ceritanya😆,0
2024-09-23T22:51:06Z,@Ekacuyy26,Lagune lucu tiba tiba waktu satu bulan buset cepat amat,1
2024-09-23T22:37:56Z,@aliabidin6371,👍🏻,0
2024-09-23T22:33:47Z,@crayer9591,"Kemarin malem mantanku 7th pacaran bikin story pakek lagu ini sambil ada ilustrasi cowo duduk di indomaret, kalo km baca ini, tawaku tidak lepas di kamera, foto senyumku yg km liat di story hanya senyumku didepan kamera. Ak jg hampir mati jika tiap malam mengingatmu. Tp hidup harus berjalan kan? Ak percaya kalau kita jodoh seberat apapun cobaan pasti akan terlewati, ak disini memang sudah menjadi sosok yg hatinya kosong tp ak masih mikirin kmu, ada yg deketin pun ak blm bisa menerima. Ak pun juga gamon denger lagu ini ak jg overthinking mikir km mungkin sudah punya yg lain 😊 semoga kita sembuh",0
2024-09-23T22:13:52Z,@doremisatu1030,"enak bgt lagunya, liriknya keren bgt. sukses buat bernadya. di tunggu karya lainnya",1
2024-09-23T16:53:47Z,@sofyanarifromadhon7248,🥲,0
2024-09-23T16:41:58Z,@trinopizal6731,"Terima kasih bernadya, relate banget ma temen gua",0
2024-09-23T16:05:27Z,@RyolStudio,Jangan overthinking ke cowok ya,0
2024-09-23T15:25:07Z,@WindahFans7700,Ya Allah ini lagu kenapa pas banget sih sama hubungan gw yang baru sebulan yang lalu udahan 😭semua salah gw yang ga pernah ngertiin perasaan dia 😭,0
2024-09-23T15:18:03Z,@afiqahulhak2001,"Nad.<br>jujur gw belum paham isi lagunya, trus gw coba dengerin &quot; eh belum ada satu minggu we😂",0
2024-09-23T14:57:01Z,@irmanoviana8541,"Percayalah emg sehabis putus itu cwek galau melebihi cwok, tp stelah berbulan bulan cwek hilang galaunya lalu ganti cwok yg mulai galau, hbis itu cwok ngajak balikan bahkan ngajak nikah 😂 pernah pnglaman 2 kali gitu, endingnya aku nikah sma cwok laij yaitu suamiku skrng, udah punya buntut 1 alhamdulilah 😁",0
2024-09-23T14:19:46Z,@accil53chnel,Belum juga satu bulan dah putus bae 😭,1
2024-09-23T13:54:36Z,@fitrianik7272,"Pada akhirnya kita samasama buta, kau tidak melihatku dan aku juga tidak melihat selain dirimu🙂",0
2024-09-23T13:45:27Z,@dennycahyono2431,Dear mantan semudah itukah kau mempermainkan perasaan seperti kau balik an telapak tangan mu dengan mudah,0
2024-09-23T13:43:32Z,@oorangaringg,"telah lewat 3 tahun, dan aku masih tetap milih tetap sendiri sampai sekarang, sedangkan kamu? udah berapa mantan mu,dengan tega kamu post² foto² pacar mu , sengaja kamu ! kenapa kamu ga ngeblok aku sih anj,  kenapa? kamu ga mau kehilangan orang serandom ini kan? bahkan kita udah mantan an, dan aku masih sambut kamu dgn baik , komunikasi kita  masih mulus, aku tau kamu canggung, tapi apa? aku berusaha konyol agar kamu nyaman chatting sama ku, kamu pas punya pacar sengaja bikin aku cemburu, giliran kamu jomblo kamu sok akrab, sok asik seolah ga terjadi apa² , asal kamu tau ya.... minta maaf doang ga bikin hari aku nangis²in kamu itu , jadi hari aku ketawa terbahak², sesayang itu aku ke kamu,  aku bukan pendendam, jadi aku ga tau aku maafin apa engga, aku ga ingat² kesalahan orang, aku pelupa soalnya, tapi walaupun demikian aku ga akan pernah maafin dan lupa  tentang  kamu yg ternyata suka ke Bestie ku, selamanya.... aku harus kehilangan Bestie ku gara² kamu😑, dan aku berterima kasih juga , karna kejadian itu aku tau sifat asli Bestie ku.<br>hukum tabur tuai itu nyata, dan semoga selamanya karma mengikuti mu",0
2024-09-23T13:37:22Z,@yeyenestiyaniofficial5854,"Nad belum ada satu bulan q d tinggal suami kerja kontrak 5 th di Jepang, berat bgt nad, q harus pura2 kuat urusin 4 anak😢😢😢<br>Q hampir gila di sini,",0
2024-09-23T12:50:38Z,@kzkzlz,"Maaf nad, aku kembali ketika diri ku tergantikan",0
2024-09-23T12:45:23Z,@omsugie,"😊 maaf, kayak lagi suno AI 😅",0
2024-09-23T12:09:40Z,@Arkana_pangestu,"<a href=""https://www.youtube.com/watch?v=yjnSX_iUFVo&amp;t=84"">1:24</a>",0
2024-09-23T12:09:02Z,@Arkana_pangestu,"<a href=""https://www.youtube.com/watch?v=yjnSX_iUFVo&amp;t=86"">1:26</a>",0
2024-09-23T12:08:48Z,@Arkana_pangestu,"<a href=""https://www.youtube.com/watch?v=yjnSX_iUFVo&amp;t=87"">1:27</a>",0
2024-09-23T12:08:25Z,@Arkana_pangestu,"<a href=""https://www.youtube.com/watch?v=yjnSX_iUFVo&amp;t=84"">1:24</a>",0
2024-09-23T11:32:58Z,@yuukoZED,Belum mewing satu bulan😹😭😭☝️☝️,0
2024-09-23T10:41:11Z,@TaxScope_ID,"Cowo nya mirip Rizky Ridho DA, yang kembar penyanyi dangdut",0
2024-09-23T10:40:15Z,@endahnuraeni9638,"Belum ada satu bulan<br>Ku yakin masih ada sisa wangiku di bajumu<br>Namun, kau tampak baik saja<br>Bahkan senyummu lebih lepas<br>Sedang aku di sini hampir gila<br>Kita tak temukan jalan<br>Sepakat akhiri setelah beribu debat panjang<br>Namun kau tampak baik saja<br>Bahkan senyummu lebih lepas<br>Sedang aku di sini belum terima<br>Bohongkah tangismu sore itu di pelukku?<br>Nyatanya pergiku pun tak lagi mengganggumu<br>Apa sudah ada kabar lain yang kautunggu?<br>Sudah adakah yang gantikanku<br>Yang khawatirkanmu setiap waktu<br>Yang cerita tentang apa pun sampai hal-hal tak perlu<br>Kalau bisa, jangan buru-buru<br>Kalau bisa, jangan ada dulu<br>Baru lewat satu bulan<br>Kemarin ulang tahunku tak ada pesan darimu<br>Tak apa, mungkin kau lupa<br>Atau sudah ada hati yang harus kaujaga<br>Sudah adakah yang gantikanku<br>Yang kauantar-jemput setiap Sabtu<br>Yang selalu ingatkan untuk pakai sabuk pengamanmu<br>Kalau bisa, jangan buru-buru<br>Sudah adakah yang gantikanku<br>Yang khawatirkanmu setiap waktu<br>Yang cerita tentang apa pun sampai hal-hal tak perlu<br>Kalau bisa, jangan buru-buru<br>Kalau bisa, jangan ada dulu<br>Hu-hu-uh<br>Hu-uh<br>Sumber: Musixmatch",0
2024-09-23T09:03:04Z,@jojontoys6337,Ga gitu nad cuma waktu itu lagi rebutan serabi,0
2024-09-23T08:59:50Z,@GresiaMunthe-q6d,Gak Ada hubungan kok cemburu 😢😢,0
2024-09-23T08:59:34Z,@GresiaMunthe-q6d,Gak Ada hubungan kok gamon 😢😢,0
2024-09-23T08:16:58Z,@NelisWarni,Bener2 blm sampe 1 bulan kmi Deket pacaran ketemu pun saling syg tpi terpaksa putus karna tmen2nya gasuka sama aku dn dia sering diejek punya selera rendah karna pacaran sma aku<br>Sekarang cuma sisa kenangan <br>Gini amat jelek,0
2024-09-23T07:33:27Z,@mahdayulia1236,"sakit banget siiih, tapi kami sama sama menyakitkan :)🥺",0
2024-09-23T07:32:01Z,@ummahatullutfiyah3593,"hi, lagu ini sangat relate untuk aku di thn 2021.<br>benar kata bernadya, &quot;sedang aku disini hampir gila&quot;. cepat sekali kamu mendapat penggantiku, pergiku juga sudah tidak membuatmu gelisah. harapanku dlu &quot;kalau bisa jangan ada dulu&quot;. tp rangkaian takdir yg aku harap dan yg telah terjadi sangat berbeda. mungkin ahirnya memang harus begini.<br>semoga, aku dan kamu bahagia dengan kehidupan baru dan dengan versi baru.<br>kini, aku juga sudah punya yg baru. tapi aku tidak terlalu terburu-buru :)<br><br>Bernadya, terimakasih untuk lagunya...<br>sesekali airmata masih ingin sekali menetes.",2
2024-09-23T07:31:31Z,@mahdayulia1236,"Perasaaanku masih sama, tapi aku tidak bisa kak🥺🥺🥺 mewakili banget sih iniii😭😭😭😭",0
2024-09-23T07:29:22Z,@novijuliasari1127,😢😢,0
2024-09-23T07:23:06Z,@xxxiburbae,"Mas, udah mau lima bulan.. tapi aku masih disini",0
2024-09-23T06:33:44Z,@AnonG18,kenapa cowok secepat itu? Mba @azzahranur994 coba dengerin lagu dangdut duda disitu diliriknya dijelaskan : Barulah satu bulan diriku ditinggalkan Aku sudah tak tahan dicekan kesunyian<br>Ya Allah Ya Tuhan hindari godaan syaithan,0
2024-09-23T05:27:52Z,@AnitakristinaSilalahi,jelek co lagunya,1
2024-09-23T05:04:42Z,@ramdanweddingorganizerbandung,🤍🕊️,1
2024-09-23T04:35:27Z,@FAMOSTMANDA,"&quot;setiap masa ada orangnya, setiap masa ada orangnya&quot;",1
2024-09-23T02:18:54Z,@KatteWilliam-c9w,Anderson Rest,1
2024-09-23T02:08:58Z,@Rezkysyaf,"Aku dengan masjidku, dan kamu dengan gerejamu. Lantas dimana kita bisa dipersatukan?! Kemana arahnya setelah 5 tahun ini. Kami tidak menemukan jalan.",1
2024-09-22T19:16:34Z,@paripiipipi,Doaku semoga kita tetap berjodoh😅,2
2024-09-22T17:55:27Z,@infotrusted9739,Feat danila Riyadi dong kak,1
2024-09-22T17:49:31Z,@masrismky,nii lagu enak juga buat tidur 😞,1
